customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,split,has_international_plan,has_voice_mail_plan,total_minutes,total_calls,total_charges,avg_charge_per_minute,support_call_rate,high_service_calls,usage_intensity,customer_value_segment,rule_based_churn_risk_score,rule_based_churn_risk_level
CUST_001676,MO,85,415,No,No,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0,train,0,0,594.9999999999999,337,55.74,0.0936806722689075,0.0117647058823529,0,medium_usage,medium_value,10,low
CUST_001677,MA,71,510,No,No,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1,train,0,0,817.6999999999999,331,85.52999999999999,0.1045982634217928,0.0422535211267605,0,high_usage,high_value,25,low
CUST_001678,NY,112,408,No,Yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0,train,0,1,372.6,315,33.97,0.0911701556629092,0.0,0,low_usage,low_value,0,low
CUST_001679,AK,110,415,No,No,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,0,train,0,0,555.1,305,52.83,0.0951720410736804,0.0,0,medium_usage,low_value,10,low
CUST_001680,WI,111,415,No,No,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0,train,0,0,655.1,299,71.81,0.1096168523889482,0.018018018018018,0,high_usage,high_value,25,low
CUST_001681,NH,74,408,No,No,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1,train,0,0,723.8000000000001,304,80.07,0.1106244819010776,0.027027027027027,0,high_usage,high_value,25,low
CUST_001682,TN,105,510,No,No,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,0,train,0,0,472.3,271,46.02,0.0974380690239254,0.019047619047619,0,low_usage,low_value,10,low
CUST_001683,NY,40,408,No,No,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0,train,0,0,639.0,272,70.55000000000001,0.1104068857589984,0.0,0,high_usage,high_value,25,low
CUST_001684,GA,128,408,Yes,Yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1,train,1,1,615.1,302,64.92999999999999,0.105560071533084,0.0,0,medium_usage,high_value,20,low
CUST_001685,MN,123,408,No,No,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,1,train,0,0,747.1999999999999,306,76.38000000000001,0.1022216274089936,0.016260162601626,0,high_usage,high_value,25,low
CUST_001686,MI,122,510,No,No,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0,train,0,0,535.2,252,52.74,0.0985426008968609,0.0,0,low_usage,low_value,10,low
CUST_001687,ID,114,408,No,Yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,0,train,0,1,568.8000000000001,322,57.42,0.1009493670886075,0.0263157894736842,0,medium_usage,medium_value,0,low
CUST_001688,CT,102,415,No,Yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0,train,0,1,512.5,282,49.6,0.096780487804878,0.0196078431372549,0,low_usage,low_value,0,low
CUST_001689,NC,126,415,No,No,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0,train,0,0,574.4,267,47.14,0.0820682451253481,0.0,0,medium_usage,low_value,10,low
CUST_001690,LA,150,415,No,No,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1,train,0,0,519.3000000000001,273,51.56,0.0992875024070864,0.0266666666666666,1,low_usage,low_value,45,medium
CUST_001691,NJ,60,408,No,No,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1,train,0,0,799.9000000000001,296,85.09,0.1063757969746218,0.0333333333333333,0,high_usage,high_value,25,low
CUST_001692,CA,138,510,Yes,No,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,1,train,1,0,620.3000000000001,324,62.91,0.1014186683862647,0.0,0,medium_usage,medium_value,30,low
CUST_001693,MD,29,510,No,No,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0,train,0,0,484.8,236,54.51,0.1124381188118811,0.0344827586206896,0,low_usage,low_value,10,low
CUST_001694,WY,111,415,No,No,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0,train,0,0,581.5,334,63.11000000000001,0.1085296646603611,0.036036036036036,1,medium_usage,medium_value,45,medium
CUST_001695,TX,37,510,Yes,No,0,172.9,119,29.39,183.0,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1,train,1,0,592.0999999999999,306,57.79,0.0976017564600574,0.0,0,medium_usage,medium_value,30,low
CUST_001696,UT,81,510,No,No,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0,train,0,0,614.2,260,58.69,0.0955551937479648,0.0123456790123456,0,medium_usage,medium_value,10,low
CUST_001697,WA,46,510,No,No,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0,train,0,0,525.8000000000001,298,48.87,0.0929440852034994,0.0217391304347826,0,low_usage,low_value,10,low
CUST_001698,OH,125,408,No,No,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0,train,0,0,464.3,280,42.28999999999999,0.091083351281499,0.008,0,low_usage,low_value,10,low
CUST_001699,KS,43,415,No,No,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0,train,0,0,478.1,313,33.74,0.0705710102489019,0.0697674418604651,0,low_usage,low_value,10,low
CUST_001700,IN,94,510,No,No,0,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0,train,0,0,698.0,314,71.43,0.1023352435530086,0.0106382978723404,0,high_usage,high_value,25,low
CUST_001701,VT,46,408,No,No,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0,train,0,0,630.4000000000001,276,63.71,0.1010628172588832,0.0652173913043478,0,high_usage,medium_value,10,low
CUST_001702,MT,73,408,No,Yes,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0,train,0,1,469.6,297,44.08,0.0938671209540034,0.0273972602739726,0,low_usage,low_value,0,low
CUST_001703,CT,146,408,No,Yes,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2.0,2,0,train,0,1,690.3,359,61.02,0.0883963494132985,0.0136986301369863,0,high_usage,medium_value,0,low
CUST_001704,NM,93,415,No,No,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0,train,0,0,671.1,291,72.7,0.1083296081060944,0.010752688172043,0,high_usage,high_value,25,low
CUST_001705,OH,52,408,No,Yes,31,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0,train,0,1,599.5,266,54.94,0.0916430358632193,0.0192307692307692,0,medium_usage,low_value,0,low
CUST_001706,GA,202,510,No,No,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6.0,3,1.62,3,0,train,0,0,485.8,323,44.79,0.0921984355701934,0.0148514851485148,0,low_usage,low_value,10,low
CUST_001707,MN,129,510,No,Yes,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0,train,0,1,625.6999999999999,285,63.59,0.1016301742048905,0.0155038759689922,0,medium_usage,medium_value,0,low
CUST_001708,CT,94,415,No,No,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,0,train,0,0,700.4,239,69.19,0.0987864077669903,0.0106382978723404,0,high_usage,high_value,25,low
CUST_001709,AL,100,415,No,No,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0,train,0,0,543.2,352,55.85,0.1028166421207658,0.0,0,low_usage,medium_value,10,low
CUST_001710,WV,43,415,No,No,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0,train,0,0,680.1999999999999,298,69.66999999999999,0.1024257571302558,0.0232558139534883,0,high_usage,high_value,25,low
CUST_001711,NH,130,415,No,No,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0,train,0,0,591.5999999999999,309,63.51,0.1073529411764706,0.0,0,medium_usage,medium_value,10,low
CUST_001712,WY,124,415,No,No,0,178.3,102,30.31,235.0,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0,train,0,0,663.9,342,64.02,0.0964301852688657,0.0241935483870967,0,high_usage,high_value,10,low
CUST_001713,VA,92,510,Yes,No,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,1,train,1,0,755.9000000000001,332,76.53999999999999,0.1012567799973541,0.0326086956521739,0,high_usage,high_value,45,medium
CUST_001714,VT,48,415,No,No,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11.0,13.2,5,3.56,4,0,train,0,0,592.0,276,59.79,0.1009966216216216,0.0833333333333333,1,medium_usage,medium_value,45,medium
CUST_001715,OH,98,510,No,Yes,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0,train,0,1,583.7,317,50.35,0.0862600651019359,0.0204081632653061,0,medium_usage,low_value,0,low
CUST_001716,MT,100,415,No,No,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1,train,0,0,465.6,328,44.25000000000001,0.0950386597938144,0.01,0,low_usage,low_value,10,low
CUST_001717,MA,79,415,No,No,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0,train,0,0,479.50000000000006,304,48.62,0.1013972888425443,0.0379746835443038,0,low_usage,low_value,10,low
CUST_001718,VA,164,415,No,No,0,123.3,78,20.96,170.0,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0,train,0,0,471.9,243,46.31,0.0981351981351981,0.0060975609756097,0,low_usage,low_value,10,low
CUST_001719,AR,89,408,Yes,No,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0,train,1,0,541.1999999999999,329,59.37,0.10970066518847,0.0,0,low_usage,medium_value,30,low
CUST_001720,NE,126,415,No,No,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1,train,0,0,691.2,300,75.67000000000002,0.1094762731481481,0.0238095238095238,0,high_usage,high_value,25,low
CUST_001721,WY,96,408,No,No,0,144.0,102,24.48,224.7,73,19.1,227.7,91,10.25,10.0,7,2.7,1,0,train,0,0,606.4,273,56.53,0.0932222955145118,0.0104166666666666,0,medium_usage,medium_value,10,low
CUST_001722,IA,120,415,No,Yes,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0,train,0,1,621.1999999999999,260,74.53999999999999,0.1199935608499678,0.0,0,medium_usage,high_value,15,low
CUST_001723,SC,212,415,No,No,0,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1,train,0,0,724.4,346,75.86000000000001,0.10472114853672,0.0094339622641509,0,high_usage,high_value,25,low
CUST_001724,NC,72,415,No,No,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0,train,0,0,564.4,316,50.5,0.0894755492558469,0.0277777777777777,0,medium_usage,low_value,10,low
CUST_001725,HI,155,415,Yes,Yes,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3.0,1,0,train,1,1,508.7,336,57.42,0.1128759583251425,0.0064516129032258,0,low_usage,medium_value,20,low
CUST_001726,UT,89,415,No,No,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0,train,0,0,424.7,285,39.66,0.0933835648693195,0.0224719101123595,0,low_usage,low_value,10,low
CUST_001727,WY,126,408,Yes,No,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0,train,1,0,741.9000000000001,350,70.76,0.0953767354090847,0.0158730158730158,0,high_usage,high_value,45,medium
CUST_001728,AL,172,408,No,No,0,270.0,102,45.9,256.6,111,21.81,168.5,104,7.58,12.0,5,3.24,2,1,train,0,0,707.1,322,78.52999999999999,0.1110592561165322,0.0116279069767441,0,high_usage,high_value,25,low
CUST_001729,WI,143,510,No,No,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0,train,0,0,557.6,333,56.62,0.1015423242467718,0.0139860139860139,0,medium_usage,medium_value,10,low
CUST_001730,FL,166,510,Yes,No,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1,train,1,0,560.5,284,44.72,0.07978590544157,0.0,0,medium_usage,low_value,30,low
CUST_001731,KS,132,415,No,No,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13.0,2,3.51,1,0,train,0,0,665.0999999999999,328,63.91,0.096090813411517,0.0075757575757575,0,high_usage,high_value,10,low
CUST_001732,NV,94,408,Yes,No,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1,train,1,0,610.1999999999999,277,54.02,0.0885283513602097,0.0106382978723404,0,medium_usage,low_value,30,low
CUST_001733,NY,99,415,No,No,0,182.6,83,31.04,154.5,111,13.13,196.0,57,8.82,12.1,5,3.27,0,0,train,0,0,545.2,256,56.260000000000005,0.1031914893617021,0.0,0,low_usage,medium_value,10,low
CUST_001734,VA,136,415,No,Yes,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0,train,0,1,725.1,313,71.81,0.0990346159150462,0.0073529411764705,0,high_usage,high_value,15,low
CUST_001735,KS,119,415,No,No,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1,0,train,0,0,716.8,307,73.53999999999999,0.1025948660714285,0.0084033613445378,0,high_usage,high_value,25,low
CUST_001736,NC,115,510,Yes,No,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1,train,1,0,632.0,278,72.17,0.1141930379746835,0.0260869565217391,0,high_usage,high_value,45,medium
CUST_001737,MO,160,415,No,No,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13.0,3,3.51,2,0,train,0,0,605.9,319,61.32999999999999,0.1012213236507674,0.0125,0,medium_usage,medium_value,10,low
CUST_001738,ND,166,510,No,No,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0,train,0,0,598.4000000000001,289,64.22,0.1073195187165775,0.0120481927710843,0,medium_usage,high_value,10,low
CUST_001739,CA,120,510,No,No,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0,train,0,0,584.0,317,52.81,0.0904280821917808,0.0083333333333333,0,medium_usage,low_value,10,low
CUST_001740,WV,173,415,No,No,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0,train,0,0,479.5,354,54.56,0.1137851929092805,0.0057803468208092,0,low_usage,low_value,10,low
CUST_001741,IL,156,415,No,No,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0,train,0,0,621.0,269,60.040000000000006,0.096682769726248,0.0,0,medium_usage,medium_value,10,low
CUST_001742,NY,70,415,No,No,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0,train,0,0,668.6,305,63.76,0.0953634460065809,0.0,0,high_usage,high_value,10,low
CUST_001743,NV,41,510,No,No,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0,train,0,0,607.8,318,60.11,0.0988976637051661,0.024390243902439,0,medium_usage,medium_value,10,low
CUST_001744,AL,132,408,No,No,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0,train,0,0,607.4000000000001,262,64.27000000000001,0.1058116562397102,0.0,0,medium_usage,high_value,10,low
CUST_001745,KS,47,510,Yes,No,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1,train,1,0,392.6,346,33.800000000000004,0.0860927152317881,0.0,0,low_usage,low_value,30,low
CUST_001746,ND,160,510,No,No,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0,train,0,0,372.1,291,37.86,0.1017468422467078,0.00625,0,low_usage,low_value,10,low
CUST_001747,OK,180,415,No,No,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0,train,0,0,516.5,319,50.74,0.0982381413359148,0.0166666666666666,0,low_usage,low_value,10,low
CUST_001748,UT,93,415,No,No,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0,train,0,0,612.5,262,58.34,0.0952489795918367,0.021505376344086,0,medium_usage,medium_value,10,low
CUST_001749,OH,109,415,No,No,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0,train,0,0,637.9,279,61.8,0.0968803887756701,0.018348623853211,0,high_usage,medium_value,10,low
CUST_001750,WY,80,510,No,No,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0,train,0,0,509.3,310,47.73,0.0937168662870606,0.0,0,low_usage,low_value,10,low
CUST_001751,NM,54,415,No,Yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0,train,0,1,396.3,308,39.7,0.1001766338632349,0.037037037037037,0,low_usage,low_value,0,low
CUST_001752,AL,121,415,No,No,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0,train,0,0,562.0,339,52.0,0.092526690391459,0.0165289256198347,0,medium_usage,low_value,10,low
CUST_001753,DC,157,510,No,Yes,29,219.2,102,37.26,206.0,109,17.51,192.4,117,8.66,15.0,5,4.05,1,0,train,0,1,632.6,333,67.47999999999999,0.1066708820739803,0.0063694267515923,0,high_usage,high_value,15,low
CUST_001754,ID,170,510,No,Yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,0,train,0,1,676.9,330,65.36,0.0965578371989954,0.0,0,high_usage,high_value,0,low
CUST_001755,AR,138,510,No,No,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,0,train,0,0,621.0,347,60.790000000000006,0.097890499194847,0.0217391304347826,0,medium_usage,medium_value,10,low
CUST_001756,ID,92,415,No,Yes,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0,train,0,1,678.5,302,65.38,0.0963596168017686,0.0108695652173913,0,high_usage,high_value,0,low
CUST_001757,WA,167,415,No,No,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1,train,0,0,571.4,300,56.580000000000005,0.0990199509975498,0.0239520958083832,1,medium_usage,medium_value,45,medium
CUST_001758,UT,91,510,No,No,0,123.8,107,21.05,319.0,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0,train,0,0,687.6999999999999,314,60.83,0.0884542678493529,0.0219780219780219,0,high_usage,medium_value,10,low
CUST_001759,RI,127,510,No,No,0,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0,train,0,0,444.9,316,41.29,0.0928073724432456,0.0236220472440944,0,low_usage,low_value,10,low
CUST_001760,NC,88,408,No,Yes,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1,0,train,0,1,545.3,303,48.74,0.0893819915642765,0.0113636363636363,0,low_usage,low_value,0,low
CUST_001761,TX,123,408,No,No,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0,train,0,0,668.1999999999999,269,72.89,0.1090841065549236,0.016260162601626,0,high_usage,high_value,25,low
CUST_001762,DE,136,408,Yes,Yes,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9.0,3,2.43,2,0,train,1,1,568.2,290,47.45,0.0835093277015135,0.0147058823529411,0,medium_usage,low_value,20,low
CUST_001763,MS,68,415,No,Yes,34,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0,train,0,1,558.9,302,53.89999999999999,0.0964394346036858,0.0147058823529411,0,medium_usage,low_value,0,low
CUST_001764,OH,132,415,No,Yes,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0,train,0,1,629.0999999999999,242,65.45,0.1040375139087585,0.0,0,high_usage,high_value,0,low
CUST_001765,LA,133,415,No,No,0,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0,train,0,0,633.5,296,65.12,0.1027940015785319,0.0150375939849624,0,high_usage,high_value,10,low
CUST_001766,FL,127,415,No,No,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,0,train,0,0,547.6999999999999,348,65.37,0.1193536607631915,0.0,0,low_usage,high_value,10,low
CUST_001767,WV,121,510,No,No,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0,train,0,0,522.3,287,52.48000000000001,0.1004786521156423,0.0082644628099173,0,low_usage,low_value,10,low
CUST_001768,NY,116,510,No,No,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14.0,3,3.78,2,0,train,0,0,477.4,362,43.06,0.0901968998743192,0.0172413793103448,0,low_usage,low_value,10,low
CUST_001769,PA,97,510,Yes,No,0,145.0,103,24.65,294.3,93,25.02,239.8,120,10.79,11.0,2,2.97,4,1,train,1,0,690.1,318,63.43,0.0919142153311114,0.0412371134020618,1,high_usage,medium_value,65,high
CUST_001770,MS,43,510,No,No,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0,train,0,0,459.9,377,46.96,0.1021091541639486,0.0465116279069767,0,low_usage,low_value,10,low
CUST_001771,IN,110,415,No,No,0,151.8,106,25.81,138.0,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0,train,0,0,534.5,352,51.07,0.0955472404115996,0.0272727272727272,0,low_usage,low_value,10,low
CUST_001772,VA,67,408,No,No,0,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0,train,0,0,575.3000000000001,366,59.73,0.1038240917782026,0.0149253731343283,0,medium_usage,medium_value,10,low
CUST_001773,MN,166,408,No,No,0,152.1,95,25.86,121.0,105,10.29,198.0,126,8.91,9.8,5,2.65,0,0,train,0,0,480.9,331,47.71,0.0992098149303389,0.0,0,low_usage,low_value,10,low
CUST_001774,DE,129,408,No,No,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0,train,0,0,616.1999999999999,324,58.870000000000005,0.0955371632586822,0.0077519379844961,0,medium_usage,medium_value,10,low
CUST_001775,OR,103,510,Yes,No,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0,train,1,0,480.9,273,50.42,0.1048450821376585,0.029126213592233,0,low_usage,low_value,30,low
CUST_001776,UT,71,415,No,No,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,1,train,0,0,736.0,268,78.22,0.1062771739130434,0.0,0,high_usage,high_value,25,low
CUST_001777,CT,112,415,No,Yes,27,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,0,train,0,1,640.1,324,66.97999999999999,0.1046399000156225,0.0357142857142857,1,high_usage,high_value,50,medium
CUST_001778,AL,8,415,No,Yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,0,train,0,1,595.9,268,65.1,0.1092465178721261,0.125,0,medium_usage,high_value,0,low
CUST_001779,TX,98,415,No,No,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,1,train,0,0,730.0999999999999,267,74.92999999999999,0.1026297767429119,0.0,0,high_usage,high_value,25,low
CUST_001780,CT,90,415,No,No,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,0,train,0,0,624.9000000000001,355,64.44,0.1031204992798847,0.0111111111111111,0,medium_usage,high_value,10,low
CUST_001781,MS,13,415,No,No,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1,train,0,0,712.8,302,79.38,0.1113636363636363,0.0,0,high_usage,high_value,25,low
CUST_001782,AR,58,415,No,No,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,0,train,0,0,619.0,282,67.86,0.1096284329563812,0.0344827586206896,0,medium_usage,high_value,25,low
CUST_001783,CA,137,415,No,Yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,0,train,0,1,559.6,310,58.60999999999999,0.104735525375268,0.0145985401459854,0,medium_usage,medium_value,0,low
CUST_001784,MI,116,408,No,No,0,133.3,94,22.66,247.8,126,21.06,219.0,78,9.86,11.3,5,3.05,5,1,train,0,0,611.4,303,56.63,0.0926234870788354,0.043103448275862,1,medium_usage,medium_value,45,medium
CUST_001785,WV,94,415,No,Yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,0,train,0,1,456.0,283,39.44,0.0864912280701754,0.0319148936170212,0,low_usage,low_value,0,low
CUST_001786,DE,87,415,No,No,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,0,train,0,0,635.5000000000001,271,62.64,0.0985680566483084,0.0344827586206896,0,high_usage,medium_value,10,low
CUST_001787,FL,120,415,No,No,0,184.5,103,31.37,209.0,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0,train,0,0,573.4000000000001,265,59.53,0.1038193233344959,0.0166666666666666,0,medium_usage,medium_value,10,low
CUST_001788,AK,97,415,No,Yes,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,0,train,0,1,616.7,293,58.870000000000005,0.0954597048808172,0.0,0,medium_usage,medium_value,0,low
CUST_001789,ID,134,415,No,No,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11.0,4,2.97,6,0,train,0,0,524.5999999999999,301,57.38999999999999,0.1093976362943194,0.044776119402985,1,low_usage,medium_value,45,medium
CUST_001790,OH,68,510,No,No,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0,train,0,0,509.0,234,49.72,0.0976817288801571,0.0294117647058823,0,low_usage,low_value,10,low
CUST_001791,NH,93,408,No,No,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,0,train,0,0,633.4,251,61.190000000000005,0.0966056204610041,0.010752688172043,0,high_usage,medium_value,10,low
CUST_001792,MA,120,415,No,No,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,0,train,0,0,512.7,323,51.08999999999999,0.0996489174956114,0.0083333333333333,0,low_usage,low_value,10,low
CUST_001793,SC,41,408,No,No,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,0,train,0,0,688.9000000000001,343,71.96,0.1044563797358106,0.048780487804878,0,high_usage,high_value,25,low
CUST_001794,OR,80,510,No,No,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,0,train,0,0,581.9,260,62.01,0.1065647018388039,0.025,0,medium_usage,medium_value,10,low
